county,code,per_cap_income,rank
"Saline County, IL",17165,"$37,279 ",1775
"Delta County, TX",48119,"$37,273 ",1776
"Clay County, SD",46027,"$37,265 ",1777
"Shelby County, TX",48419,"$37,254 ",1778
"Aitkin County, MN",27001,"$37,251 ",1779
"Somerset County, PA",42111,"$37,250 ",1780
"Grady County, OK",40051,"$37,249 ",1781
"Phillips County, MT",30071,"$37,247 ",1782
"Clark County, KY",21049,"$37,240 ",1783
"Beltrami County, MN",27007,"$37,236 ",1784
"Marion County, MO",29127,"$37,236 ",1784
"Grenada County, MS",28043,"$37,230 ",1786
"Lynn County, TX",48305,"$37,224 ",1787
"Huron County, OH",39077,"$37,220 ",1788
"Pulaski County, VA",51155,"$37,219 ",1789
"Putnam County, TN",47141,"$37,218 ",1790
"Rabun County, GA",13241,"$37,215 ",1791
"Koochiching County, MN",27071,"$37,209 ",1792
"Greenup County, KY",21089,"$37,193 ",1793
"Walker County, AL",1127,"$37,191 ",1794
"Medina County, TX",48325,"$37,190 ",1795
"Deer Lodge County, MT",30023,"$37,184 ",1796
"Transylvania County, NC",37175,"$37,182 ",1797
"Sierra County, NM",35051,"$37,162 ",1798
"Marquette, WI",55077,"$37,159 ",1799
"Macoupin County, IL",17117,"$37,155 ",1800
"Kane County, UT",49025,"$37,134 ",1801
"Josephine County, OR",41033,"$37,109 ",1802
"Cotton County, OK",40033,"$37,103 ",1803
"Newton County, IN",18111,"$37,099 ",1804
"Preble County, OH",39135,"$37,099 ",1804
"Colfax County, NM",35007,"$37,097 ",1806
"Jackson County, GA",13157,"$37,092 ",1807
"Sumner County, KS",20191,"$37,084 ",1808
"Pasco County, FL",12101,"$37,083 ",1809
"Warren County, MO",29219,"$37,077 ",1810
"Douglas County, OR",41019,"$37,077 ",1810
"Huntingdon County, PA",42061,"$37,077 ",1810
"Monroe County, IN",18105,"$37,076 ",1813
"Guernsey County, OH",39059,"$37,069 ",1814
"Ohio County, IN",18115,"$37,059 ",1815
"Lowndes County, AL",1085,"$37,049 ",1816
"Jones County, NC",37103,"$37,039 ",1817
"Stark County, IL",17175,"$37,038 ",1818
"Las Animas County, CO",8071,"$37,032 ",1819
"Vernon, WI",55123,"$37,031 ",1820
"Fulton County, PA",42057,"$37,026 ",1821
"Terrell County, GA",13273,"$37,020 ",1822
"Wahkiakum County, WA",53069,"$36,990 ",1823
"Crawford County, PA",42039,"$36,975 ",1824
"Lawrence County, IN",18093,"$36,969 ",1825
"Powell County, MT",30077,"$36,959 ",1826
"Giles County, VA",51071,"$36,957 ",1827
"Henry County, AL",1067,"$36,952 ",1828
"Douglas County, WA",53017,"$36,951 ",1829
"Wayne County, NC",37191,"$36,950 ",1830
"Camp County, TX",48063,"$36,948 ",1831
"Buchanan County, MO",29021,"$36,942 ",1832
"Greenlee County, AZ",4011,"$36,936 ",1833
"Major County, OK",40093,"$36,927 ",1834
"Lenawee County, MI",26091,"$36,918 ",1835
"Pend Oreille County, WA",53051,"$36,911 ",1836
"Gibson County, TN",47053,"$36,898 ",1837
"Gogebic County, MI",26053,"$36,887 ",1838
"Jeff Davis County, TX",48243,"$36,885 ",1839
"Calhoun County, IL",17013,"$36,878 ",1840
"Warren County, IL",17187,"$36,876 ",1841
"Sherman County, KS",20181,"$36,876 ",1841
"Clarke County, IA",19039,"$36,869 ",1843
"Granite County, MT",30039,"$36,868 ",1844
"Oswego County, NY",36075,"$36,865 ",1845
"Pickaway County, OH",39129,"$36,839 ",1846
"Mineral County, WV",54057,"$36,836 ",1847
"San Bernardino County, CA",6071,"$36,835 ",1848
"Somerset County, ME",23025,"$36,830 ",1849
"Grays Harbor County, WA",53027,"$36,824 ",1850
"Payette County, ID",16075,"$36,818 ",1851
"Ashland, WI",55003,"$36,817 ",1852
"Hyde County, NC",37095,"$36,807 ",1853
"Merced County, CA",6047,"$36,804 ",1854
"Henderson County, KY",21101,"$36,794 ",1855
"Union County, OR",41061,"$36,785 ",1856
"Riverside County, CA",6065,"$36,782 ",1857
"Shelby County, IL",17173,"$36,781 ",1858
"St. Landry Parish, LA",22097,"$36,781 ",1858
"Washington County, AR",5143,"$36,776 ",1860
"Anderson County, KY",21005,"$36,774 ",1861
"San Saba County, TX",48411,"$36,772 ",1862
"Montgomery County, KS",20125,"$36,770 ",1863
"Jefferson County, IL",17081,"$36,765 ",1864
"DeKalb County, IL",17037,"$36,762 ",1865
"Vermilion County, IL",17183,"$36,760 ",1866
"St. Mary Parish, LA",22101,"$36,748 ",1867
"Hickman County, KY",21105,"$36,747 ",1868
"Macon County, NC",37113,"$36,746 ",1869
"Morgan County, AL",1103,"$36,746 ",1869
"Vermillion County, IN",18165,"$36,743 ",1871
"Lonoke County, AR",5085,"$36,742 ",1872
"Meade County, KY",21163,"$36,732 ",1873
"Obion County, TN",47131,"$36,729 ",1874
"Schoharie County, NY",36095,"$36,723 ",1875
"Page County, VA",51139,"$36,716 ",1876
"Iberville Parish, LA",22047,"$36,706 ",1877
"Broadwater County, MT",30007,"$36,705 ",1878
"Randolph County, MO",29175,"$36,703 ",1879
"Hardeman County, TX",48197,"$36,699 ",1880
"Runnels County, TX",48399,"$36,696 ",1881
"Cass County, IN",18017,"$36,690 ",1882
"Washington County, NY",36115,"$36,684 ",1883
"Crook County, OR",41013,"$36,684 ",1883
"Clark, WI",55019,"$36,683 ",1885
"Webster Parish, LA",22119,"$36,678 ",1886
"Shiawassee County, MI",26155,"$36,663 ",1887
"Schoolcraft County, MI",26153,"$36,652 ",1888
"Cloud County, KS",20029,"$36,640 ",1889
"Lamar County, MS",28073,"$36,639 ",1890
"Sampson County, NC",37163,"$36,632 ",1891
"Saginaw County, MI",26145,"$36,630 ",1892
"Rosebud County, MT",30087,"$36,626 ",1893
"Howard County, MO",29089,"$36,623 ",1894
"Bear Lake County, ID",16007,"$36,620 ",1895
"Miller County, GA",13201,"$36,610 ",1896
"Johnston County, NC",37101,"$36,604 ",1897
"Jasper County, MO",29097,"$36,598 ",1898
"Pike County, IN",18125,"$36,589 ",1899
"Ste. Genevieve County, MO",29186,"$36,586 ",1900
"Lincoln Parish, LA",22061,"$36,585 ",1901
"Jack County, TX",48237,"$36,585 ",1901
"Chautauqua County, NY",36013,"$36,577 ",1903
"Sheridan County, ND",38083,"$36,573 ",1904
"McLean County, KY",21149,"$36,565 ",1905
"Greene County, IN",18055,"$36,560 ",1906
"Comanche County, TX",48093,"$36,554 ",1907
"Bonner County, ID",16017,"$36,553 ",1908
"Marengo County, AL",1091,"$36,551 ",1909
"Paulding County, OH",39125,"$36,545 ",1910
"Hopkins County, TX",48223,"$36,530 ",1911
"Scott County, IL",17171,"$36,529 ",1912
"Fayette County, IN",18041,"$36,525 ",1913
"Warren County, KY",21227,"$36,505 ",1914
"Taylor, WI",55119,"$36,503 ",1915
"Tioga County, PA",42117,"$36,499 ",1916
"Dickson County, TN",47043,"$36,490 ",1917
"Franklin County, NY",36033,"$36,488 ",1918
"Floyd County, GA",13115,"$36,470 ",1919
"Moore County, TX",48341,"$36,467 ",1920
"Monroe County, AR",5095,"$36,461 ",1921
"Hopkins County, KY",21107,"$36,460 ",1922
"Dorchester County, SC",45035,"$36,460 ",1922
"Stephens County, TX",48429,"$36,446 ",1924
"Richland County, OH",39139,"$36,434 ",1925
"Wadena County, MN",27159,"$36,429 ",1926
"Delaware County, NY",36025,"$36,422 ",1927
"Colbert County, AL",1033,"$36,422 ",1927
"Baker County, OR",41001,"$36,412 ",1929
"Stoddard County, MO",29207,"$36,411 ",1930
"Dunn, WI",55033,"$36,411 ",1930
"Blackford County, IN",18009,"$36,394 ",1932
"Wagoner County, OK",40145,"$36,388 ",1933
"Cross County, AR",5037,"$36,379 ",1934
"Washington County, KY",21229,"$36,377 ",1935
"Coles County, IL",17029,"$36,374 ",1936
"Franklin County, TN",47051,"$36,366 ",1937
"Power County, ID",16077,"$36,360 ",1938
"Doniphan County, KS",20043,"$36,355 ",1939
"Bon Homme County, SD",46009,"$36,355 ",1939
"Callahan County, TX",48059,"$36,353 ",1941
"Yavapai County, AZ",4025,"$36,353 ",1941
"Union County, IL",17181,"$36,339 ",1943
"Potter County, PA",42105,"$36,338 ",1944
"Love County, OK",40085,"$36,337 ",1945
"Calhoun County, TX",48057,"$36,332 ",1946
"Pasquotank County, NC",37139,"$36,330 ",1947
"Webster County, KY",21233,"$36,328 ",1948
"Cullman County, AL",1043,"$36,315 ",1949
"Audrain County, MO",29007,"$36,314 ",1950
"Clinton County, IN",18023,"$36,302 ",1951
"Marshall County, WV",54051,"$36,298 ",1952
"Lincoln County, MO",29113,"$36,296 ",1953
"Nottoway County, VA",51135,"$36,294 ",1954
"Gila County, AZ",4007,"$36,294 ",1954
"Sevier County, TN",47155,"$36,285 ",1956
"Christian County, MO",29043,"$36,284 ",1957
"Sabine County, TX",48403,"$36,277 ",1958
"Jerome County, ID",16053,"$36,275 ",1959
"Todd County, MN",27153,"$36,270 ",1960
"Perry County, MO",29157,"$36,269 ",1961
"Ellsworth County, KS",20053,"$36,268 ",1962
"Fannin County, TX",48147,"$36,265 ",1963
